Primary Key,Ancient Toponym,ModernToponym,Province,Country,,,,,Longitude (X),Latitude (Y),,,,,,,,,,,,,,,,,,
Hanson2016_426,Tyana,Kemerhisan,Cappadocia et Galatia,Turkey,,,,,34.572513,37.82365,,,,,,,,,,,,,,,,,,
Hanson2016_427,Zela,Zile,Cappadocia et Galatia,Turkey,,,,,35.883334,40.3,,,,,,,,,,,,,,,,,,
Hanson2016_428,Amathus,Amathos,Cilicia et Cyprus,Cyprus,,,,,33.14383,34.712175,,,,,,,,,,,,,,,,,,
Hanson2016_429,Anazarbus,Anavarza,Cilicia et Cyprus,Turkey,,,,,35.906017,37.260375,,,,,,,,,,,,,,,,,,
Hanson2016_430,Anemurium,Eski Anemur,Cilicia et Cyprus,Turkey,,,,,32.802995,36.022713,,,,,,,,,,,,,,,,,,
Hanson2016_431,Antiochia (Cilicia et Cyprus) (1),Endi?egüney,Cilicia et Cyprus,Turkey,,,,,32.429139,36.153303,,,,,,,,,,,,,,,,,,
Hanson2016_432,Antiochia (Cilicia et Cyprus) (2),Karata?,Cilicia et Cyprus,Turkey,,,,,35.4852,36.756188,,,,,,,,,,,,,,,,,,
Hanson2016_433,Augusta Cilicia,Gübe,Cilicia et Cyprus,Turkey,,,,,35.344088,37.245212,,,,,,,,,,,,,,,,,,
Hanson2016_434,Carpasium,Haghios Philon,Cilicia et Cyprus,Northern Cyprus,,,,,34.368147,35.62473,,,,,,,,,,,,,,,,,,
Hanson2016_435,Castabala,Denlizi,Cilicia et Cyprus,Turkey,,,,,36.177154,37.160372,,,,,,,,,,,,,,,,,,
Hanson2016_436,Celenderis,Gilindire,Cilicia et Cyprus,Turkey,,,,,33.318,36.1427,,,,,,,,,,,,,,,,,,
Hanson2016_437,Chythrus,Kythrea,Cilicia et Cyprus,Northern Cyprus,,,,,33.490691,35.245772,,,,,,,,,,,,,,,,,,
Hanson2016_438,Citium,Larnaca,Cilicia et Cyprus,Cyprus,,,,,33.636219,34.916759,,,,,,,,,,,,,,,,,,
Hanson2016_439,Claudiopolis,Mut,Cilicia et Cyprus,Turkey,,,,,33.436874,36.645318,,,,,,,,,,,,,,,,,,
Hanson2016_440,Colybrassus,Ayasofya,Cilicia et Cyprus,Turkey,,,,,31.962405,36.732198,,,,,,,,,,,,,,,,,,
Hanson2016_441,Coracesium,Alanya,Cilicia et Cyprus,Turkey,,,,,31.985995,36.549144,,,,,,,,,,,,,,,,,,
Hanson2016_442,Coropissus,Da? Pazari,Cilicia et Cyprus,Turkey,,,,,33.4775,36.818889,,,,,,,,,,,,,,,,,,
Hanson2016_443,Curium,Kourion,Cilicia et Cyprus,United Kingdom,,,,,32.8877,34.6642,,,,,,,,,,,,,,,,,,
Hanson2016_444,Diocaesarea,Uzuncaburç,Cilicia et Cyprus,Turkey,,,,,33.924665,36.580481,,,,,,,,,,,,,,,,,,
Hanson2016_445,Drepanum (Cilicia et Cyprus),Unknown,Cilicia et Cyprus,Cyprus,,,,,32.320817,34.902248,,,,,,,,,,,,,,,,,,
Hanson2016_446,Elaeussa,Aya?,Cilicia et Cyprus,Turkey,,,,,34.178741,36.494212,,,,,,,,,,,,,,,,,,
Hanson2016_447,Idalium,Dali,Cilicia et Cyprus,Cyprus,,,,,33.424817,35.01609,,,,,,,,,,,,,,,,,,
Hanson2016_448,Laertes,Cebelire?,Cilicia et Cyprus,Turkey,,,,,32.159407,36.514825,,,,,,,,,,,,,,,,,,
Hanson2016_449,Lapethus,Lampousa,Cilicia et Cyprus,Northern Cyprus,,,,,33.202109,35.350592,,,,,,,,,,,,,,,,,,
Hanson2016_450,Laranda,Karaman,Cilicia et Cyprus,Turkey,,,,,33.221587,37.178451,,,,,,,,,,,,,,,,,,
Hanson2016_451,Marion,Polis,Cilicia et Cyprus,Cyprus,,,,,32.436032,35.037245,,,,,,,,,,,,,,,,,,
Hanson2016_452,Mopsuestia,Yilan Kale,Cilicia et Cyprus,Turkey,,,,,35.619478,36.95778,,,,,,,,,,,,,,,,,,
Hanson2016_453,Neapaphus,Kato Paphos,Cilicia et Cyprus,Cyprus,,,,,32.406593,34.757212,,,,,,,,,,,,,,,,,,
Hanson2016_454,Oeniandus,Oiniandos,Cilicia et Cyprus,Turkey,,,,,36.154415,36.961892,,,,,,,,,,,,,,,,,,
Hanson2016_455,Olba,U?ura,Cilicia et Cyprus,Turkey,,,,,33.956686,36.585191,,,,,,,,,,,,,,,,,,
Hanson2016_456,Palaepaphus,Kouklia,Cilicia et Cyprus,Cyprus,,,,,32.573711,34.707147,,,,,,,,,,,,,,,,,,
Hanson2016_457,Pompeiopolis,Ta?köprü,Cilicia et Cyprus,Turkey,,,,,34.603922,36.80888,,,,,,,,,,,,,,,,,,
Hanson2016_458,Salamis,Salamis,Cilicia et Cyprus,Northern Cyprus,,,,,33.902516,35.1848,,,,,,,,,,,,,,,,,,
Hanson2016_459,Seleucia (Cilicia et Cyprus),Silifke,Cilicia et Cyprus,Turkey,,,,,33.921463,36.379274,,,,,,,,,,,,,,,,,,
Hanson2016_460,Selinus,Gazipa?a,Cilicia et Cyprus,Turkey,,,,,32.283277,36.258467,,,,,,,,,,,,,,,,,,
Hanson2016_461,Soli,Karavostasi,Cilicia et Cyprus,Northern Cyprus,,,,,32.811959,35.139761,,,,,,,,,,,,,,,,,,
Hanson2016_462,Syedra,Sedra,Cilicia et Cyprus,Turkey,,,,,32.147655,36.446061,,,,,,,,,,,,,,,,,,
Hanson2016_463,Tarsus,Tarsus,Cilicia et Cyprus,Turkey,,,,,34.892717,36.917425,,,,,,,,,,,,,,,,,,
Hanson2016_464,Aleria,Aléria,Corsica et Sardinia,France,,,,,9.512141,42.102958,,,,,,,,,,,,,,,,,,
Hanson2016_465,Caralis,Cagliari,Corsica et Sardinia,Italy,,,,,9.104227,39.220021,,,,,,,,,,,,,,,,,,
Hanson2016_466,Cornus,S. Archittu,Corsica et Sardinia,Italy,,,,,8.492639,40.104395,,,,,,,,,,,,,,,,,,
Hanson2016_467,Mariana,Bastia,Corsica et Sardinia,France,,,,,9.497109,42.538723,,,,,,,,,,,,,,,,,,
Hanson2016_468,Nora,Nora,Corsica et Sardinia,Italy,,,,,9.01586,38.984685,,,,,,,,,,,,,,,,,,
Hanson2016_469,Olbia,Olbia,Corsica et Sardinia,Italy,,,,,9.500191,40.923049,,,,,,,,,,,,,,,,,,
Hanson2016_470,Sulcis,S. Antioco,Corsica et Sardinia,Italy,,,,,8.454679,39.061796,,,,,,,,,,,,,,,,,,
Hanson2016_471,Tharrus,S. Giovanni di Sinis,Corsica et Sardinia,Italy,,,,,8.440324,39.879633,,,,,,,,,,,,,,,,,,
Hanson2016_472,Turris Libisonis,Portocorres,Corsica et Sardinia,Italy,,,,,8.401365,40.838165,,,,,,,,,,,,,,,,,,
Hanson2016_473,Apollonia (Cyrenaica),Marsa Sousa,Creta et Cyrenaica,Libya,,,,,21.9725,32.8963,,,,,,,,,,,,,,,,,,
Hanson2016_474,Aptera,"Palaiokastro, near Megala Choraphia",Creta et Cyrenaica,Greece,,,,,24.142,35.4629,,,,,,,,,,,,,,,,,,
Hanson2016_475,Barce,Barka,Creta et Cyrenaica,Libya,,,,,20.892778,32.498333,,,,,,,,,,,,,,,,,,
Hanson2016_476,Berenice,Benghazi,Creta et Cyrenaica,Libya,,,,,20.063862,32.12445,,,,,,,,,,,,,,,,,,
Hanson2016_477,Chersonesus,Limani Khersonesou,Creta et Cyrenaica,Greece,,,,,25.388567,35.319165,,,,,,,,,,,,,,,,,,
Hanson2016_478,Cisamus,Kastelli Kisamou,Creta et Cyrenaica,Greece,,,,,23.660727,35.495307,,,,,,,,,,,,,,,,,,
Hanson2016_479,Cnossus,Knossos,Creta et Cyrenaica,Greece,,,,,25.160724,35.298843,,,,,,,,,,,,,,,,,,
Hanson2016_480,Cydonea,Khania,Creta et Cyrenaica,Greece,,,,,24.01869,35.515775,,,,,,,,,,,,,,,,,,
Hanson2016_481,Cyrene,Aïn Shahat,Creta et Cyrenaica,Libya,,,,,21.854404,32.820182,,,,,,,,,,,,,,,,,,
Hanson2016_482,Gortyna,Kainourgiou,Creta et Cyrenaica,Greece,,,,,24.946944,35.06272,,,,,,,,,,,,,,,,,,
Hanson2016_483,Hadrianopolis (Cyrenaica),Driana,Creta et Cyrenaica,Libya,,,,,20.3075,32.358,,,,,,,,,,,,,,,,,,
Hanson2016_484,Hierapytna,Ierapetra,Creta et Cyrenaica,Greece,,,,,25.736874,35.008189,,,,,,,,,,,,,,,,,,
Hanson2016_485,Lyctus,Xydas,Creta et Cyrenaica,Greece,,,,,25.359346,35.204721,,,,,,,,,,,,,,,,,,
Hanson2016_486,Phalasarna,Cape Kutri,Creta et Cyrenaica,Greece,,,,,23.580407,35.501003,,,,,,,,,,,,,,,,,,
Hanson2016_487,Polyrrhenium,Polyrrhinia,Creta et Cyrenaica,Greece,,,,,23.657098,35.466785,,,,,,,,,,,,,,,,,,
Hanson2016_488,Ptolemais (Cyrenaica),Tolmeita,Creta et Cyrenaica,Libya,,,,,20.953058,32.707599,,,,,,,,,,,,,,,,,,
Hanson2016_489,Rhithymna,Rhethymno,Creta et Cyrenaica,Greece,,,,,24.472901,35.371092,,,,,,,,,,,,,,,,,,
Hanson2016_490,Taucheira,Tawqrah,Creta et Cyrenaica,Libya,,,,,20.565847,32.537142,,,,,,,,,,,,,,,,,,
Hanson2016_491,Ampelum,Zlatna,Dacia,Romania,,,,,23.231196,46.107513,,,,,,,,,,,,,,,,,,
Hanson2016_492,Apulum (1),Weissenburg,Dacia,Romania,,,,,23.572665,46.069003,,,,,,,,,,,,,,,,,,
Hanson2016_493,Apulum (2),Weissenburg,Dacia,Romania,,,,,23.572315,46.066695,,,,,,,,,,,,,,,,,,
Hanson2016_494,Dierna,Or?ova,Dacia,Romania,,,,,22.407645,44.738264,,,,,,,,,,,,,,,,,,
Hanson2016_495,Micia,Ve?el,Dacia,Romania,,,,,22.797945,45.902042,,,,,,,,,,,,,,,,,,
Hanson2016_496,Napoca,Cluj,Dacia,Romania,,,,,23.60429,46.776306,,,,,,,,,,,,,,,,,,
Hanson2016_497,Porolissum,Moigrad,Dacia,Romania,,,,,23.126667,47.230278,,,,,,,,,,,,,,,,,,
Hanson2016_498,Potaissa,Turda,Dacia,Romania,,,,,23.772393,46.570265,,,,,,,,,,,,,,,,,,
Hanson2016_499,Romula,Re?ca,Dacia,Romania,,,,,24.39625,44.174152,,,,,,,,,,,,,,,,,,
Hanson2016_500,Sarmizegetusa,Hunedoara,Dacia,Romania,,,,,22.809406,45.509997,,,,,,,,,,,,,,,,,,
Hanson2016_501,Tibiscum,Jupa,Dacia,Romania,,,,,22.167187,45.451158,,,,,,,,,,,,,,,,,,
Hanson2016_502,Absortium,Osor,Dalmatia,Croatia,,,,,14.392822,44.693482,,,,,,,,,,,,,,,,,,
Hanson2016_503,Acruvium,Kotor,Dalmatia,Montenegro,,,,,18.767302,42.421537,,,,,,,,,,,,,,,,,,
Hanson2016_504,Aenona,Nin,Dalmatia,Croatia,,,,,15.18415,44.243529,,,,,,,,,,,,,,,,,,
Hanson2016_505,Aequum,?itluk,Dalmatia,Croatia,,,,,16.655704,43.739278,,,,,,,,,,,,,,,,,,
Hanson2016_506,Alveria,Gradina,Dalmatia,Croatia,,,,,15.823192,44.045358,,,,,,,,,,,,,,,,,,
Hanson2016_507,Ansium,Cvijina Gradina,Dalmatia,Croatia,,,,,15.665413,44.178837,,,,,,,,,,,,,,,,,,
Hanson2016_508,Arba,Rab,Dalmatia,Croatia,,,,,14.760889,44.755761,,,,,,,,,,,,,,,,,,
Hanson2016_509,Argyruntum,Starigrad,Dalmatia,Croatia,,,,,15.43752,44.295861,,,,,,,,,,,,,,,,,,
Hanson2016_510,Arupium,Prozor,Dalmatia,Croatia,,,,,15.268748,44.84851,,,,,,,,,,,,,,,,,,
Hanson2016_511,Asseria,Podgradje,Dalmatia,Croatia,,,,,15.680565,44.017634,,,,,,,,,,,,,,,,,,
Hanson2016_512,Azina,Unlocated,Dalmatia,Bosnia and Herzegovina,,,,,18.5,43.500001,,,,,,,,,,,,,,,,,,
Hanson2016_513,Baloie,Sipovo,Dalmatia,Bosnia and Herzegovina,,,,,17.090799,44.282804,,,,,,,,,,,,,,,,,,
Hanson2016_514,Benzavaticum,Mostar,Dalmatia,Bosnia and Herzegovina,,,,,18.5,43.500001,,,,,,,,,,,,,,,,,,
Hanson2016_515,Bistua Nova,Bugojno,Dalmatia,Bosnia and Herzegovina,,,,,17.437348,44.053454,,,,,,,,,,,,,,,,,,
Hanson2016_516,Blandona,Stabanj,Dalmatia,Croatia,,,,,15.501534,43.986045,,,,,,,,,,,,,,,,,,
Hanson2016_517,Burnum,Ivoševci,Dalmatia,Croatia,,,,,15.993626,44.031704,,,,,,,,,,,,,,,,,,
Hanson2016_518,Butua,Budva,Dalmatia,Montenegro,,,,,18.8425,42.288056,,,,,,,,,,,,,,,,,,
Hanson2016_519,Cissa,Caska,Dalmatia,Croatia,,,,,14.918037,44.550965,,,,,,,,,,,,,,,,,,
Hanson2016_520,Corinium,Karin,Dalmatia,Croatia,,,,,15.633505,44.104528,,,,,,,,,,,,,,,,,,
Hanson2016_521,Crexa,Cres,Dalmatia,Croatia,,,,,14.397461,44.856809,,,,,,,,,,,,,,,,,,
Hanson2016_522,Curicum,Krk,Dalmatia,Croatia,,,,,14.573373,45.026157,,,,,,,,,,,,,,,,,,
Hanson2016_523,Delminium,Bor?ani,Dalmatia,Bosnia and Herzegovina,,,,,17.225719,43.72076,,,,,,,,,,,,,,,,,,
Hanson2016_524,Diluntum,Stolac,Dalmatia,Bosnia and Herzegovina,,,,,17.958448,43.078729,,,,,,,,,,,,,,,,,,
Hanson2016_525,Doclea,Dukljia,Dalmatia,Montenegro,,,,,19.265596,42.468229,,,,,,,,,,,,,,,,,,
Hanson2016_526,Domavium,Gradina,Dalmatia,Bosnia and Herzegovina,,,,,19.36267,44.143981,,,,,,,,,,,,,,,,,,
Hanson2016_527,Epidaurum,Cavtat,Dalmatia,Croatia,,,,,18.216409,42.582593,,,,,,,,,,,,,,,,,,
Hanson2016_528,Fulfinium,Omišalj,Dalmatia,Croatia,,,,,14.554038,45.211779,,,,,,,,,,,,,,,,,,
Hanson2016_529,Iader,Zadar,Dalmatia,Croatia,,,,,15.224674,44.115526,,,,,,,,,,,,,,,,,,
Hanson2016_530,Issa,Vis,Dalmatia,Croatia,,,,,16.184086,43.061568,,,,,,,,,,,,,,,,,,
Hanson2016_531,Leusaba,Bjelajce,Dalmatia,Bosnia and Herzegovina,,,,,17.083953,44.416993,,,,,,,,,,,,,,,,,,
Hanson2016_532,Lissus,Lezhë,Dalmatia,Albania,,,,,19.64367,41.785984,,,,,,,,,,,,,,,,,,
Hanson2016_533,Lopsica,Sv. Juraj,Dalmatia,Croatia,,,,,14.92,44.928868,,,,,,,,,,,,,,,,,,
Hanson2016_534,Magnum,Umljanovic,Dalmatia,Croatia,,,,,16.31337,43.793599,,,,,,,,,,,,,,,,,,
Hanson2016_535,Malvesia,Skelani,Dalmatia,Serbia,,,,,19.568865,43.969954,,,,,,,,,,,,,,,,,,
Hanson2016_536,Metulum,Vinicica,Dalmatia,Croatia,,,,,15.299752,45.209371,,,,,,,,,,,,,,,,,,
Hanson2016_537,Municipium S…,Komini,Dalmatia,Montenegro,,,,,19.358333,43.356667,,,,,,,,,,,,,,,,,,
Hanson2016_538,Narona,Narenta,Dalmatia,Bosnia and Herzegovina,,,,,17.61342,43.063722,,,,,,,,,,,,,,,,,,
Hanson2016_539,Nedinum,Nadin,Dalmatia,Croatia,,,,,15.497238,44.071458,,,,,,,,,,,,,,,,,,
Hanson2016_540,Novae (Dalmatia),Runovic,Dalmatia,Bosnia and Herzegovina,,,,,17.500001,43.500001,,,,,,,,,,,,,,,,,,
Hanson2016_541,Olcinium,Ulcinj,Dalmatia,Montenegro,,,,,19.24132,41.921288,,,,,,,,,,,,,,,,,,
Hanson2016_542,Ortoplinia,Stinica,Dalmatia,Croatia,,,,,14.89265,44.717576,,,,,,,,,,,,,,,,,,
Hanson2016_543,Raetinium,Golubic,Dalmatia,Bosnia and Herzegovina,,,,,15.938378,44.781037,,,,,,,,,,,,,,,,,,
Hanson2016_544,Rider,Danilo,Dalmatia,Croatia,,,,,16.055704,43.700462,,,,,,,,,,,,,,,,,,
Hanson2016_545,Ris…,Rogatica,Dalmatia,Bosnia and Herzegovina,,,,,19.004323,43.8017,,,,,,,,,,,,,,,,,,
Hanson2016_546,Risinium,Risan,Dalmatia,Montenegro,,,,,18.694988,42.514718,,,,,,,,,,,,,,,,,,
Hanson2016_547,Salona,Solin,Dalmatia,Croatia,,,,,16.48323,43.539485,,,,,,,,,,,,,,,,,,
Hanson2016_548,Salvium,Glamo?,Dalmatia,Bosnia and Herzegovina,,,,,16.751098,44.048361,,,,,,,,,,,,,,,,,,
Hanson2016_549,Scardona,Skradin,Dalmatia,Croatia,,,,,15.923047,43.817902,,,,,,,,,,,,,,,,,,
Hanson2016_550,Scodra,Shkodër,Dalmatia,Albania,,,,,19.522997,42.066252,,,,,,,,,,,,,,,,,,
Hanson2016_551,Senia,Senj,Dalmatia,Croatia,,,,,14.900878,44.990559,,,,,,,,,,,,,,,,,,
Hanson2016_552,Setovia,Susanj,Dalmatia,Croatia,,,,,16.655524,43.719024,,,,,,,,,,,,,,,,,,
Hanson2016_553,Sidrona,Gradina,Dalmatia,Croatia,,,,,15.792445,44.09906,,,,,,,,,,,,,,,,,,
Hanson2016_554,Splonum,Gornje Vrtace,Dalmatia,Bosnia and Herzegovina,,,,,16.699712,44.843597,,,,,,,,,,,,,,,,,,
Hanson2016_555,Tarsatica,Trsat,Dalmatia,Croatia,,,,,14.441089,45.3272,,,,,,,,,,,,,,,,,,
Hanson2016_556,Tragurium,Trogir,Dalmatia,Croatia,,,,,16.251364,43.516903,,,,,,,,,,,,,,,,,,
Hanson2016_557,Varvaria,Bribir,Dalmatia,Croatia,,,,,14.767074,45.163845,,,,,,,,,,,,,,,,,,
Hanson2016_558,Vegium,Karlobag,Dalmatia,Croatia,,,,,15.073891,44.524622,,,,,,,,,,,,,,,,,,
Hanson2016_559,Aginnum,Agen,Gallia Aquitania,France,,,,,0.612095,44.201491,,,,,,,,,,,,,,,,,,
Hanson2016_560,Anderitum,Javols,Gallia Aquitania,France,,,,,3.342674,44.69387,,,,,,,,,,,,,,,,,,
Hanson2016_561,Aquae Tarbellicae,Aix les Bains,Gallia Aquitania,France,,,,,-1.054009,43.70906,,,,,,,,,,,,,,,,,,
Hanson2016_562,Argentomagus,Argenton sur Creuse,Gallia Aquitania,France,,,,,1.509773,46.598663,,,,,,,,,,,,,,,,,,
Hanson2016_563,Augusta Auscorum,Auch,Gallia Aquitania,France,,,,,0.5855,43.6465,,,,,,,,,,,,,,,,,,
Hanson2016_564,Augustonemetum,Clermont Ferrand,Gallia Aquitania,France,,,,,3.082418,45.777168,,,,,,,,,,,,,,,,,,
Hanson2016_565,Augustoritum,Limoges,Gallia Aquitania,France,,,,,1.26168,45.824069,,,,,,,,,,,,,,,,,,
Hanson2016_566,Avaricum,Bourges,Gallia Aquitania,France,,,,,2.39449,47.07325,,,,,,,,,,,,,,,,,,
Hanson2016_567,Burdigala,Bordeaux,Gallia Aquitania,France,,,,,-0.574367,44.839577,,,,,,,,,,,,,,,,,,
Hanson2016_568,Condevicnum,Nantes,Gallia Aquitania,France,,,,,-1.55278,47.21806,,,,,,,,,,,,,,,,,,
Hanson2016_569,Divona,Cahors,Gallia Aquitania,France,,,,,1.434132,44.448514,,,,,,,,,,,,,,,,,,
Hanson2016_570,Limonum,Poitiers,Gallia Aquitania,France,,,,,0.344832,46.580343,,,,,,,,,,,,,,,,,,
Hanson2016_571,Lugdunum Convenarum,S. Bertrand de Comminges,Gallia Aquitania,France,,,,,0.573699,43.02753,,,,,,,,,,,,,,,,,,
Hanson2016_572,Mediolanum (Gallia Aquitania),Saintes,Gallia Aquitania,France,,,,,-0.641006,45.745105,,,,,,,,,,,,,,,,,,
Hanson2016_573,Ratiatum,Rezé,Gallia Aquitania,France,,,,,-1.546694,47.183971,,,,,,,,,,,,,,,,,,
Hanson2016_574,Segodunum,Rodez,Gallia Aquitania,France,,,,,2.573786,44.351011,,,,,,,,,,,,,,,,,,
Hanson2016_575,Unknown (2),Civaux,Gallia Aquitania,France,,,,,0.664866,46.444209,,,,,,,,,,,,,,,,,,
Hanson2016_576,Vesunna,Périgueux,Gallia Aquitania,France,,,,,0.721994,45.183546,,,,,,,,,,,,,,,,,,
Hanson2016_577,Vetus Pictavis,Vieux Poitiers,Gallia Aquitania,France,,,,,0.512508,46.761759,,,,,,,,,,,,,,,,,,
Hanson2016_578,Vindobriga (Gallia Aquitania) (1),Vendeuvre du Poitou,Gallia Aquitania,France,,,,,0.309739,46.735447,,,,,,,,,,,,,,,,,,
Hanson2016_579,Vindobriga (Gallia Aquitania) (2),Vendoeuvres en Brenne,Gallia Aquitania,France,,,,,1.354148,46.800928,,,,,,,,,,,,,,,,,,
Hanson2016_580,Augusta Ambianorum,Amiens,Gallia Belgica,France,,,,,1.463654,50.021589,,,,,,,,,,,,,,,,,,
Hanson2016_581,Augusta Suessionum,Soissons,Gallia Belgica,France,,,,,3.325383,49.380886,,,,,,,,,,,,,,,,,,
Hanson2016_582,Augusta Viromanduorum,S. Quentin,Gallia Belgica,France,,,,,3.287121,49.845334,,,,,,,,,,,,,,,,,,
Hanson2016_583,Bagacum,Bavai,Gallia Belgica,France,,,,,3.798889,50.298056,,,,,,,,,,,,,,,,,,
Hanson2016_584,Beda,Bitburg,Gallia Belgica,Germany,,,,,6.523514,49.974382,,,,,,,,,,,,,,,,,,
Hanson2016_585,Caesaromagus (Gallia Belgica),Beauvais,Gallia Belgica,United Kingdom,,,,,2.08241,49.430233,,,,,,,,,,,,,,,,,,
Hanson2016_586,Camaracum,Cambrai,Gallia Belgica,France,,,,,3.234282,50.175165,,,,,,,,,,,,,,,,,,
Hanson2016_587,Colonia Augusta Treverorum,Trier,Gallia Belgica,Germany,,,,,6.637075,49.752611,,,,,,,,,,,,,,,,,,
Hanson2016_588,Decem Pagi,Tarquimpol,Gallia Belgica,France,,,,,6.75762,48.784511,,,,,,,,,,,,,,,,,,
Hanson2016_589,Divodurum,Metz,Gallia Belgica,France,,,,,6.175634,49.120221,,,,,,,,,,,,,,,,,,
Hanson2016_590,Durocortorum,Reims,Gallia Belgica,France,,,,,4.033091,49.256602,,,,,,,,,,,,,,,,,,
Hanson2016_591,Fanum Martis,Corseul,Gallia Belgica,France,,,,,3.517835,50.311862,,,,,,,,,,,,,,,,,,
Hanson2016_592,Nasium,Naix aux Forges and Saint Amand sur Ornain,Gallia Belgica,France,,,,,5.386462,48.6323,,,,,,,,,,,,,,,,,,
Hanson2016_593,Nemetacum,Arras,Gallia Belgica,France,,,,,2.780742,50.289319,,,,,,,,,,,,,,,,,,
Hanson2016_594,Pons Saravi,Sarrebourg,Gallia Belgica,France,,,,,7.053382,48.734158,,,,,,,,,,,,,,,,,,
Hanson2016_595,Tarvenna,Therouanne,Gallia Belgica,France,,,,,2.258715,50.637943,,,,,,,,,,,,,,,,,,
Hanson2016_596,Tullum,Toul,Gallia Belgica,France,,,,,5.891422,48.675077,,,,,,,,,,,,,,,,,,
Hanson2016_597,Agedincum,Sens,Gallia Lugdunensis,France,,,,,3.287659,48.24754,,,,,,,,,,,,,,,,,,
Hanson2016_598,Alauna,Notre Dame d'Alleaume,Gallia Lugdunensis,France,,,,,-1.46282,49.507826,,,,,,,,,,,,,,,,,,
Hanson2016_599,Alesia,Alise S. Reine,Gallia Lugdunensis,France,,,,,4.500278,47.537222,,,,,,,,,,,,,,,,,,
Hanson2016_600,Aregenua,Vieux,Gallia Lugdunensis,France,,,,,-0.429799,49.108097,,,,,,,,,,,,,,,,,,
Hanson2016_601,Augustobona,Troyes,Gallia Lugdunensis,France,,,,,4.074806,48.297473,,,,,,,,,,,,,,,,,,
Hanson2016_602,Augustodunum,Autun,Gallia Lugdunensis,France,,,,,4.299444,46.951667,,,,,,,,,,,,,,,,,,
Hanson2016_603,Augustodurum,Bayeux,Gallia Lugdunensis,France,,,,,-0.7052,49.275312,,,,,,,,,,,,,,,,,,
Hanson2016_604,Augustomagus,Senlis,Gallia Lugdunensis,France,,,,,2.586016,49.206826,,,,,,,,,,,,,,,,,,
Hanson2016_605,Autricum,Chartres,Gallia Lugdunensis,France,,,,,1.485618,48.445658,,,,,,,,,,,,,,,,,,
Hanson2016_606,Cabillonum,Chalon sur Saône,Gallia Lugdunensis,France,,,,,4.856014,46.783372,,,,,,,,,,,,,,,,,,
Hanson2016_607,Caesarodunum,Tours,Gallia Lugdunensis,France,,,,,0.68666,47.395241,,,,,,,,,,,,,,,,,,
Hanson2016_608,Cenabum,Orléans,Gallia Lugdunensis,France,,,,,1.903976,47.901387,,,,,,,,,,,,,,,,,,
Hanson2016_609,Condate Redonum,Rennes,Gallia Lugdunensis,France,,,,,-1.679444,48.114722,,,,,,,,,,,,,,,,,,
Hanson2016_610,Cosedia,Coutances,Gallia Lugdunensis,France,,,,,-1.444318,49.048162,,,,,,,,,,,,,,,,,,
Hanson2016_611,Darioritum,Vannes,Gallia Lugdunensis,France,,,,,-2.75957,47.654797,,,,,,,,,,,,,,,,,,
Hanson2016_612,Dibio,Dijon,Gallia Lugdunensis,France,,,,,5.0428,47.2906,,,,,,,,,,,,,,,,,,
Hanson2016_613,Forum Segusiavorum,Feurs,Gallia Lugdunensis,France,,,,,4.222007,45.743773,,,,,,,,,,,,,,,,,,
Hanson2016_614,Gisacum,Le Vieil Evreux,Gallia Lugdunensis,France,,,,,1.240067,49.00458,,,,,,,,,,,,,,,,,,
Hanson2016_615,Iatinum,Meaux,Gallia Lugdunensis,France,,,,,2.888333,48.960278,,,,,,,,,,,,,,,,,,
Hanson2016_616,Ingena,Avranches,Gallia Lugdunensis,France,,,,,-1.361664,48.685832,,,,,,,,,,,,,,,,,,
Hanson2016_617,Intaranum,Entrains,Gallia Lugdunensis,France,,,,,3.256417,47.463654,,,,,,,,,,,,,,,,,,
Hanson2016_618,Iuliobona,Lillebonne,Gallia Lugdunensis,France,,,,,0.53426,49.51888,,,,,,,,,,,,,,,,,,
Hanson2016_619,Iuliomagus,Angers,Gallia Lugdunensis,France,,,,,-0.552047,47.47903,,,,,,,,,,,,,,,,,,
Hanson2016_620,Lugdunum,Lyon,Gallia Lugdunensis,France,,,,,4.820576,45.759119,,,,,,,,,,,,,,,,,,
Hanson2016_621,Lutetia,Paris,Gallia Lugdunensis,France,,,,,2.351107,48.856515,,,,,,,,,,,,,,,,,,
Hanson2016_622,Mediolanum (Gallia Lugdunensis) (1),Evreux,Gallia Lugdunensis,France,,,,,1.153484,49.021165,,,,,,,,,,,,,,,,,,
Hanson2016_623,Mediolanum (Gallia Lugdunensis) (2),Mâlain,Gallia Lugdunensis,France,,,,,4.795725,47.327119,,,,,,,,,,,,,,,,,,
Hanson2016_624,Noviodunum (Gallia Lugdunensis),Jublains,Gallia Lugdunensis,France,,,,,-0.494546,48.25736,,,,,,,,,,,,,,,,,,
Hanson2016_625,Noviomagus (Gallia Lugdunensis),Lisieux,Gallia Lugdunensis,France,,,,,0.22653,49.14635,,,,,,,,,,,,,,,,,,
Hanson2016_626,Rotomagus,Rouen,Gallia Lugdunensis,France,,,,,1.092623,49.441988,,,,,,,,,,,,,,,,,,
Hanson2016_627,Vorgium,Carhaix,Gallia Lugdunensis,France,,,,,-3.571122,48.276533,,,,,,,,,,,,,,,,,,
Hanson2016_628,Alba Helviorum,Alba,Gallia Narbonensis,France,,,,,4.6001,44.560635,,,,,,,,,,,,,,,,,,
